Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,21:12:52.014154,21:13:05.576499,1,-1.0
1,21:12:52.014154,21:13:06.717791,-1,-1.0
1,21:12:52.014154,21:13:19.542722,-1,-1.0
1,21:12:52.014154,21:13:19.964436,-1,-1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
2,21:13:34.317484,21:13:42.341689,1,-1.0
2,21:13:34.317484,21:13:42.866226,1,-1.0
