Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,22:38:57.689944,22:39:01.426120,2,-1.0
1,22:38:57.689944,22:39:04.894660,3,-1.0
1,22:38:57.689944,22:39:08.308891,2,-1.0
